,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
4753,4754,112.0,2.0,USA,500000.0,13134.0,2004,32.0,17.0,183,12.0,33000.0,1000.0,699.0,35294,6.1,Good
4988,4989,,0.0,USA,,,128,3.0,,2,0.0,1000.0,36.0,15.0,1077,4.7,Fair
2186,2187,96.0,0.0,USA,20000000.0,47852604.0,62364,337.0,184.0,0,9.0,826.0,626.0,107.0,1825,5.9,Fair
723,724,111.0,6.0,USA,60000000.0,106126012.0,285623,497.0,155.0,0,473.0,26000.0,9000.0,82.0,35084,7.0,Good
1782,1783,103.0,3.0,USA,28000000.0,17324744.0,44103,149.0,98.0,0,80.0,806.0,591.0,585.0,3211,5.3,Fair
289,290,176.0,0.0,USA,100000000.0,130127620.0,324671,458.0,300.0,0,0.0,18000.0,782.0,561.0,20354,7.8,Good
177,178,117.0,0.0,UK,140000000.0,52792307.0,12572,106.0,252.0,27000,14000.0,535.0,400.0,358.0,1950,6.8,Good
302,303,111.0,4.0,USA,150000000.0,34964818.0,39956,186.0,256.0,24000,456.0,20000.0,548.0,394.0,21393,5.8,Fair
2862,2863,141.0,0.0,USA,19000000.0,13753931.0,132149,316.0,251.0,5000,16000.0,378.0,85.0,78.0,751,7.9,Good
4765,4766,104.0,2.0,USA,500000.0,,2012,28.0,64.0,0,32.0,685.0,492.0,238.0,2102,3.5,Bad
4918,4919,93.0,0.0,USA,,,191,1.0,18.0,142,0.0,110.0,79.0,75.0,338,6.3,Good
4545,4546,109.0,8.0,USA,900000.0,9000000.0,7584,137.0,101.0,0,199.0,503.0,46.0,44.0,731,6.2,Good
2228,2229,104.0,1.0,USA,20000000.0,31584722.0,101730,131.0,180.0,0,14.0,2000.0,934.0,756.0,5707,6.4,Good
3260,3261,94.0,1.0,Canada,10000000.0,,12372,42.0,30.0,0,9.0,4000.0,4000.0,262.0,9432,5.2,Fair
2564,2565,107.0,1.0,USA,16000000.0,16204793.0,92712,294.0,300.0,6000,45.0,24000.0,396.0,271.0,24805,5.1,Fair
460,461,118.0,3.0,USA,80000000.0,101111837.0,150764,318.0,215.0,0,154.0,3000.0,982.0,915.0,5637,6.6,Good
3625,3626,93.0,0.0,USA,,,522,5.0,12.0,84,10.0,397.0,77.0,34.0,546,5.4,Fair
1755,1756,130.0,4.0,USA,28000000.0,70235322.0,182983,374.0,426.0,99000,285.0,33000.0,23000.0,767.0,57308,7.8,Good
2271,2272,95.0,2.0,France,20000000.0,14291570.0,82082,236.0,289.0,10000,4.0,788.0,447.0,80.0,1414,6.1,Good
4894,4895,93.0,0.0,Australia,200000.0,,152232,303.0,208.0,10000,750.0,728.0,76.0,28.0,928,7.0,Good
609,610,127.0,8.0,UK,70000000.0,38345403.0,212085,492.0,228.0,15000,905.0,15000.0,588.0,271.0,16034,7.7,Good
130,131,96.0,0.0,USA,150000000.0,114053579.0,146766,178.0,225.0,0,59.0,17000.0,759.0,699.0,20007,6.9,Good
2278,2279,94.0,2.0,USA,20000000.0,12398628.0,21542,88.0,64.0,977,394.0,922.0,855.0,565.0,2880,6.1,Good
1937,1938,92.0,0.0,Australia,21150000.0,25590119.0,19699,119.0,71.0,387,23.0,460.0,442.0,162.0,1315,4.8,Fair
2867,2868,95.0,4.0,USA,13000000.0,7881335.0,21212,107.0,52.0,3000,0.0,899.0,849.0,650.0,3092,6.7,Good
3714,3715,83.0,0.0,USA,3300000.0,25799043.0,28513,126.0,152.0,0,26.0,10000.0,830.0,801.0,11771,5.2,Fair
2119,2120,100.0,5.0,USA,2000000.0,13746550.0,29322,104.0,176.0,0,21.0,14000.0,618.0,552.0,15922,6.1,Good
1738,1739,122.0,1.0,USA,35000000.0,18593156.0,88682,241.0,302.0,0,2000.0,2000.0,1000.0,1000.0,6161,7.7,Good
2817,2818,90.0,0.0,USA,14000000.0,1752214.0,60460,104.0,87.0,14000,0.0,1000.0,872.0,767.0,4377,7.7,Good
3314,3315,97.0,3.0,USA,9000000.0,883887.0,1201,14.0,26.0,0,3.0,679.0,537.0,204.0,1426,6.2,Good
1536,1537,113.0,1.0,UK,30000000.0,10955425.0,62770,396.0,254.0,0,197.0,165.0,107.0,43.0,391,6.0,Fair
2170,2171,115.0,0.0,USA,20000000.0,82624961.0,205284,439.0,549.0,22000,729.0,8000.0,727.0,552.0,9578,7.3,Good
3038,3039,97.0,3.0,USA,10500000.0,38201895.0,149222,749.0,101.0,0,16.0,4000.0,656.0,637.0,6223,6.9,Good
4419,4420,98.0,0.0,USA,1500000.0,406035.0,30314,159.0,84.0,0,21.0,33000.0,243.0,76.0,33441,7.2,Good
39,40,125.0,0.0,USA,170000000.0,172051787.0,264183,665.0,469.0,30000,364.0,12000.0,10000.0,1000.0,25550,6.8,Good
1767,1768,90.0,0.0,Germany,28000000.0,45162741.0,201084,523.0,135.0,0,0.0,14000.0,10000.0,8000.0,34565,6.6,Good
3326,3327,127.0,1.0,France,,171320.0,10796,33.0,163.0,0,236.0,580.0,236.0,68.0,1129,7.3,Good
1487,1488,100.0,1.0,UK,35000000.0,10991381.0,44931,100.0,188.0,0,212.0,2000.0,1000.0,919.0,5890,7.3,Good
3903,3904,109.0,0.0,USA,,10941801.0,12059,486.0,74.0,2000,0.0,847.0,670.0,428.0,2649,5.4,Fair
4260,4261,134.0,1.0,USA,2000000.0,,62860,167.0,100.0,0,31.0,654.0,491.0,366.0,2290,8.0,Good
887,888,119.0,1.0,USA,55000000.0,39440655.0,61680,222.0,197.0,19000,59.0,2000.0,828.0,676.0,4315,6.4,Good
3078,3079,161.0,0.0,UK,12000000.0,56715371.0,427357,1736.0,285.0,24000,0.0,273.0,117.0,73.0,727,8.3,Excellent
4849,4850,97.0,2.0,USA,300000.0,,4550,58.0,131.0,0,19.0,778.0,456.0,313.0,2515,6.4,Good
1074,1075,84.0,7.0,USA,48000000.0,110000082.0,111526,347.0,151.0,0,119.0,807.0,780.0,750.0,3629,5.5,Fair
1732,1733,89.0,0.0,USA,19000000.0,,3302,14.0,65.0,13000,5.0,11000.0,4000.0,365.0,15795,7.5,Good
2178,2179,114.0,5.0,USA,20000000.0,65623128.0,7354,50.0,31.0,0,0.0,982.0,618.0,582.0,2753,4.8,Fair
26,27,147.0,0.0,USA,250000000.0,407197282.0,272670,1022.0,516.0,72000,94.0,21000.0,19000.0,11000.0,64798,8.2,Excellent
1607,1608,102.0,2.0,USA,30000000.0,79566871.0,31760,140.0,131.0,0,23.0,1000.0,1000.0,635.0,4516,4.2,Fair
1234,1235,89.0,2.0,USA,40000000.0,57011847.0,20615,44.0,83.0,0,7.0,3000.0,190.0,91.0,3361,5.9,Fair
9,10,183.0,0.0,USA,250000000.0,330249062.0,371639,3018.0,673.0,197000,0.0,15000.0,4000.0,2000.0,24450,6.9,Good
2899,2900,100.0,1.0,USA,12500000.0,10725228.0,75675,365.0,120.0,0,164.0,18000.0,14000.0,99.0,32288,7.8,Good
1466,1467,96.0,1.0,USA,35000000.0,22913677.0,47800,244.0,89.0,0,13.0,11000.0,1000.0,973.0,17292,6.3,Good
4177,4178,103.0,0.0,USA,2540800.0,,150020,568.0,169.0,0,134.0,804.0,786.0,390.0,2510,8.3,Excellent
3849,3850,100.0,2.0,USA,,,2756,55.0,17.0,501,9.0,188.0,135.0,37.0,496,7.1,Good
546,547,100.0,2.0,USA,75000000.0,47000485.0,72867,120.0,140.0,0,126.0,19000.0,1000.0,925.0,25206,5.4,Fair
2671,2672,90.0,2.0,USA,15000000.0,19158074.0,17983,127.0,69.0,0,13.0,882.0,874.0,613.0,2661,6.7,Good
3925,3926,94.0,3.0,USA,4000000.0,2800000.0,4377,85.0,45.0,309,24.0,834.0,625.0,545.0,2662,5.8,Fair
4017,4018,100.0,0.0,USA,3500000.0,29233.0,75,2.0,6.0,121,117.0,21.0,3.0,0.0,24,7.0,Good
3589,3590,106.0,4.0,USA,6000000.0,27457409.0,3198,43.0,52.0,478,10.0,3000.0,685.0,578.0,6419,6.3,Good
512,513,136.0,1.0,USA,100000000.0,67286731.0,67856,345.0,140.0,0,394.0,24000.0,10000.0,1000.0,36925,6.7,Good
2674,2675,117.0,4.0,Official site,15000000.0,20218921.0,14814,114.0,135.0,0,19.0,3000.0,646.0,461.0,4204,6.3,Good
3544,3545,94.0,3.0,USA,7000000.0,,5255,38.0,46.0,0,0.0,15000.0,725.0,493.0,17377,5.8,Fair
3321,3322,103.0,1.0,USA,9000000.0,,10100,42.0,19.0,3000,6.0,4000.0,931.0,664.0,6426,6.5,Good
2535,2536,120.0,1.0,UK,16500000.0,18663911.0,46204,151.0,150.0,0,11.0,11000.0,838.0,281.0,12554,7.1,Good
915,916,107.0,5.0,USA,50000000.0,80270227.0,66382,612.0,144.0,0,422.0,631.0,534.0,379.0,2297,5.1,Fair
759,760,105.0,3.0,USA,60000000.0,50549107.0,99035,289.0,313.0,17000,0.0,539.0,394.0,288.0,1411,6.2,Good
386,387,111.0,0.0,USA,86000000.0,42877165.0,45602,114.0,66.0,979,79.0,11000.0,11000.0,2000.0,26088,6.1,Good
1763,1764,105.0,2.0,USA,28000000.0,63910583.0,106755,173.0,222.0,27000,226.0,22000.0,11000.0,966.0,35694,6.6,Good
5009,5010,85.0,1.0,USA,,,1894,61.0,43.0,108,26.0,26.0,6.0,3.0,40,6.4,Good
2513,2514,154.0,3.0,USA,9000000.0,,4550,50.0,15.0,419,117.0,715.0,490.0,86.0,1567,6.8,Good
2780,2781,105.0,1.0,UK,13000000.0,29959436.0,82327,350.0,331.0,18000,58.0,11000.0,1000.0,583.0,12894,6.4,Good
1847,1848,129.0,4.0,USA,26000000.0,49874933.0,161168,287.0,335.0,43000,0.0,12000.0,412.0,385.0,13573,6.5,Good
3913,3914,82.0,0.0,USA,,7557877.0,2129,37.0,10.0,138,7.0,584.0,246.0,27.0,1002,4.6,Fair
3840,3841,96.0,0.0,USA,4500000.0,81200000.0,87739,133.0,45.0,0,37.0,801.0,760.0,542.0,3113,6.7,Good
245,246,91.0,0.0,UK,100000000.0,274084951.0,582917,1885.0,738.0,147000,0.0,39.0,23.0,13.0,87,7.8,Good
4384,4385,104.0,2.0,India,1000000.0,4231500.0,30479,162.0,195.0,16000,25.0,638.0,85.0,73.0,822,7.8,Good
2212,2213,107.0,2.0,USA,20000000.0,36874745.0,12276,117.0,122.0,21000,58.0,141.0,76.0,47.0,389,6.3,Good
2579,2580,118.0,1.0,USA,16000000.0,2849142.0,24104,88.0,146.0,0,369.0,1000.0,418.0,295.0,1889,7.2,Good
956,957,127.0,3.0,USA,50000000.0,67823573.0,91176,130.0,64.0,0,249.0,18000.0,11000.0,808.0,30383,6.6,Good
3668,3669,125.0,0.0,UK,5500000.0,58800000.0,40511,213.0,90.0,0,46.0,368.0,303.0,249.0,1651,7.2,Good
1542,1543,101.0,1.0,USA,32000000.0,60328558.0,61396,159.0,88.0,11000,503.0,13000.0,1000.0,1000.0,18734,7.0,Good
19,20,164.0,0.0,New Zealand,250000000.0,255108370.0,354228,802.0,422.0,65000,0.0,5000.0,972.0,773.0,9152,7.5,Good
880,881,114.0,1.0,UK,55000000.0,16264475.0,54787,216.0,202.0,0,159.0,13000.0,2000.0,877.0,16899,6.9,Good
488,489,81.0,0.0,France,,,979,3.0,63.0,257,92.0,23.0,21.0,8.0,54,6.4,Good
2348,2349,153.0,0.0,India,,,102,1.0,2.0,58,0.0,109.0,36.0,7.0,164,7.0,Good
4808,4809,91.0,0.0,Sweden,400000.0,,19964,197.0,76.0,0,0.0,440.0,132.0,92.0,809,8.2,Excellent
111,112,144.0,0.0,USA,150000000.0,318759914.0,513158,1782.0,396.0,8000,0.0,662.0,599.0,581.0,2333,7.1,Good
87,88,130.0,2.0,USA,190000000.0,93417865.0,128306,497.0,443.0,37000,663.0,2000.0,638.0,604.0,5046,6.5,Good
3317,3318,45.0,1.0,Denmark,45000000.0,145109.0,14247,44.0,80.0,0,28.0,573.0,197.0,104.0,1098,7.3,Good
4436,4437,101.0,1.0,USA,2500000.0,1163508.0,20376,166.0,234.0,15000,0.0,1000.0,725.0,721.0,5158,5.1,Fair
3281,3282,93.0,2.0,USA,10000000.0,,12520,76.0,115.0,0,33.0,14000.0,383.0,123.0,15014,5.8,Fair
1671,1672,108.0,1.0,USA,30000000.0,26525834.0,21998,227.0,110.0,0,631.0,631.0,199.0,95.0,1023,6.8,Good
1723,1724,91.0,7.0,France,,,9214,17.0,56.0,0,2.0,295.0,71.0,55.0,545,7.2,Good
3192,3193,115.0,0.0,Germany,6500000.0,54557348.0,361169,1624.0,287.0,18000,549.0,3000.0,912.0,911.0,5732,7.9,Good
3269,3270,89.0,7.0,USA,,113155.0,9006,54.0,106.0,0,100.0,33000.0,947.0,327.0,34398,6.1,Good
