NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE
1970;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1971;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1972;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;07/05/2008 15.53
1973;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;07/05/2008 15.53
1974;*(TFL) GSA It Acquisition Svcs Ctr (ABOLISHED);CO;060002619DE;34;2;13/10/2005 00.00;13/10/2005 00.00;19/10/2005 00.00;01/11/2005 00.00;14/11/2005 00.00
1975;*(7BC)Acctg & Financial Svcs-Grtr SW Ctr( ABOLISH);7;670344;108;2;22/12/2005 00.00;23/12/2005 00.00;23/12/2005 00.00;11/01/2006 00.00;18/01/2006 00.00
1976;(WPY) Service Delivery Support Division;N;6990471;50;1;22/12/2005 00.00;27/12/2005 00.00;29/12/2005 00.00;11/01/2006 00.00;20/01/2006 00.00
1977;(OLD-6PC) Property Development Division;6;660201;1;1;21/12/2005 00.00;23/01/2006 00.00;17/02/2006 00.00;27/02/2006 00.00;03/03/2006 12.41
1978;(8P) Office of the Assist. Regional Administrator- PBS;8;680041;51;3;14/11/2005 00.00;15/11/2005 00.00;15/11/2005 00.00;30/11/2005 00.00;23/12/2005 00.00
1979;(3PK) Allegheny Service Center;3;630192;1;1;17/01/2006 00.00;01/02/2006 00.00;24/02/2006 00.00;09/03/2006 00.00;14/03/2006 12.11
1980;(3PP) Philatlantic Service Center;3;630252;6;1;21/02/2006 00.00;21/02/2006 00.00;22/02/2006 00.00;08/03/2006 00.00;14/03/2006 09.27
1981;(7P) Office of the Assist. Regional Administrator- PBS;7;670491;2;1;10/03/2006 00.00;13/03/2006 00.00;13/03/2006 00.00;27/03/2006 00.00;31/03/2006 14.56
1982;(7P) Office of the Assist. Regional Administrator- PBS;7;670491;2;1;10/03/2006 00.00;13/03/2006 00.00;13/03/2006 00.00;27/03/2006 00.00;31/03/2006 14.56
1983;(7P) Office of the Assist. Regional Administrator- PBS;7;670491;2;1;10/03/2006 00.00;13/03/2006 00.00;13/03/2006 00.00;27/03/2006 00.00;31/03/2006 14.56
1984;(7P) Office of the Assist. Regional Administrator- PBS;7;670491;2;1;10/03/2006 00.00;13/03/2006 00.00;13/03/2006 00.00;27/03/2006 00.00;31/03/2006 14.56
1985;(2PC) Property Development Division;2;620222;4;1;27/02/2006 00.00;28/02/2006 00.00;08/03/2006 00.00;21/03/2006 00.00;22/03/2006 08.01
1986;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1987;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1988;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670361;10;1;04/01/2006 00.00;05/01/2006 00.00;05/01/2006 00.00;19/01/2006 00.00;27/01/2006 20.00
1989;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1990;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1991;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1992;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;07/05/2008 15.53
1993;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;07/05/2008 15.53
1994;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1995;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1996;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;22/12/2005 00.00
1997;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;07/05/2008 15.53
1998;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670211;122;4;22/11/2005 00.00;23/11/2005 00.00;23/11/2005 00.00;09/12/2005 00.00;07/05/2008 15.53
1999;(10PZ2) Southern Service Center;10;GSA9-DE-06-8;25;1;07/01/2006 00.00;30/01/2006 00.00;06/02/2006 00.00;10/02/2006 00.00;21/02/2006 12.37
2000;(10PZ2) Southern Service Center;10;GSA9-DE-06-8;25;1;07/01/2006 00.00;30/01/2006 00.00;06/02/2006 00.00;10/02/2006 00.00;21/02/2006 12.37
2001;*(4PC) Property Development Div (ABOLISHED);4;640031;51;1;29/09/2005 00.00;11/10/2005 00.00;19/10/2005 00.00;01/11/2005 00.00;15/11/2005 00.00
2002;(7P) Office of the Assist. Regional Administrator- PBS;7;670191;26;1;05/12/2005 00.00;05/12/2005 00.00;06/12/2005 00.00;04/01/2006 00.00;20/01/2006 00.00
2003;(OLD-6PE) East Service Center;6;660199;32;2;15/02/2006 00.00;17/02/2006 00.00;22/02/2006 00.00;10/03/2006 00.00;17/03/2006 14.16
2004;(OLD-6PE) East Service Center;6;660199;32;2;15/02/2006 00.00;17/02/2006 00.00;22/02/2006 00.00;10/03/2006 00.00;17/03/2006 14.16
2005;(OLD-6PE) East Service Center;6;660199;32;2;15/02/2006 00.00;17/02/2006 00.00;22/02/2006 00.00;10/03/2006 00.00;17/03/2006 14.16
2006;(OLD-6PE) East Service Center;6;660199;32;2;15/02/2006 00.00;17/02/2006 00.00;22/02/2006 00.00;10/03/2006 00.00;17/03/2006 14.16
2007;(10PZ) Customer Operations Division;10;690670;14;1;06/02/2006 00.00;08/02/2006 00.00;21/02/2006 00.00;06/03/2006 00.00;15/03/2006 11.25
2008;(2PE) Realty Services Division;2;620192;6;1;15/02/2006 00.00;15/02/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;07/03/2006 07.25
2009;(OLD-6PW) West Service Center;6;660229;5;1;27/02/2006 00.00;15/03/2006 00.00;16/03/2006 00.00;30/03/2006 00.00;04/04/2006 09.17
2010;(5P) Office of the Assist. Regional Administrator- PBS;5;0650385MP;16;3;13/12/2005 00.00;02/02/2006 00.00;09/02/2006 00.00;23/02/2006 00.00;28/02/2006 15.58
2011;(5P) Office of the Assist. Regional Administrator- PBS;5;0650385MP;16;3;13/12/2005 00.00;02/02/2006 00.00;09/02/2006 00.00;23/02/2006 00.00;28/02/2006 15.58
2012;(5P) Office of the Assist. Regional Administrator- PBS;5;0650385MP;16;3;13/12/2005 00.00;02/02/2006 00.00;09/02/2006 00.00;23/02/2006 00.00;28/02/2006 15.58
2013;(5P) Office of the Assist. Regional Administrator- PBS;5;0650385MP;16;3;13/12/2005 00.00;02/02/2006 00.00;09/02/2006 00.00;23/02/2006 00.00;28/02/2006 15.58
2014;(5P) Office of the Assist. Regional Administrator- PBS;5;0650385MP;16;3;13/12/2005 00.00;02/02/2006 00.00;09/02/2006 00.00;23/02/2006 00.00;01/03/2006 16.48
2015;(5P) Office of the Assist. Regional Administrator- PBS;5;0650385MP;16;3;13/12/2005 00.00;02/02/2006 00.00;09/02/2006 00.00;23/02/2006 00.00;01/03/2006 16.48
2016;(XA) Office of Communications;CO;060023926MP;1;1;31/03/2006 00.00;31/03/2006 00.00;17/04/2006 00.00;21/04/2006 00.00;25/04/2006 10.47
2017;(9PF) San Francisco Service Center;9;690813;2;1;08/03/2006 00.00;15/03/2006 00.00;20/03/2006 00.00;31/03/2006 00.00;10/04/2006 14.29
2018;(5P) Office of the Assist. Regional Administrator- PBS;5;0650522MP;3;1;22/03/2006 00.00;24/03/2006 00.00;28/03/2006 00.00;10/04/2006 00.00;12/04/2006 10.04
2019;(1PC) Property Development Division;1;DEU1-0610125;20;1;21/12/2005 00.00;21/12/2005 00.00;23/12/2005 00.00;09/01/2006 00.00;18/01/2006 00.00
2020;(1PC) Property Development Division;1;DEU1-0610125;20;1;21/12/2005 00.00;21/12/2005 00.00;23/12/2005 00.00;09/01/2006 00.00;18/01/2006 00.00
2021;(1PC) Property Development Division;1;DEU1-0610125;20;1;21/12/2005 00.00;21/12/2005 00.00;23/12/2005 00.00;09/01/2006 00.00;18/01/2006 00.00
2022;(1PC) Property Development Division;1;DEU1-0610125;20;1;21/12/2005 00.00;21/12/2005 00.00;23/12/2005 00.00;09/01/2006 00.00;18/01/2006 00.00
2023;(1PC) Property Development Division;1;DEU1-0610125;20;1;21/12/2005 00.00;21/12/2005 00.00;23/12/2005 00.00;09/01/2006 00.00;18/01/2006 00.00
2024;(1PC) Property Development Division;1;DEU1-0610125;20;1;21/12/2005 00.00;21/12/2005 00.00;23/12/2005 00.00;09/01/2006 00.00;18/01/2006 00.00
2025;(1PC) Property Development Division;1;DEU1-0610125;20;1;21/12/2005 00.00;21/12/2005 00.00;23/12/2005 00.00;09/01/2006 00.00;18/01/2006 00.00
2026;(1PC) Property Development Division;1;DEU1-0610125;20;1;21/12/2005 00.00;21/12/2005 00.00;23/12/2005 00.00;09/01/2006 00.00;18/01/2006 00.00
2027;(10PZ2) Southern Service Center;10;0690400A;50;1;03/01/2006 00.00;30/01/2006 00.00;02/02/2006 00.00;15/02/2006 00.00;23/02/2006 15.21
2028;(10PZ2) Southern Service Center;10;0690400A;50;1;03/01/2006 00.00;30/01/2006 00.00;02/02/2006 00.00;15/02/2006 00.00;23/02/2006 15.23
2029;(10PZ2) Southern Service Center;10;0690400A;50;1;03/01/2006 00.00;30/01/2006 00.00;02/02/2006 00.00;15/02/2006 00.00;23/02/2006 15.29
2030;(10PZ2) Southern Service Center;10;0690400A;50;1;03/01/2006 00.00;30/01/2006 00.00;02/02/2006 00.00;15/02/2006 00.00;14/03/2006 11.33
2031;(3PC) Chesapeake Service Center;3;630222;26;1;16/02/2006 00.00;16/02/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;24/03/2006 09.25
2032;(3PC) Chesapeake Service Center;3;630212;49;1;21/02/2006 00.00;21/02/2006 00.00;22/02/2006 00.00;07/03/2006 00.00;24/03/2006 12.38
2033;(3PC) Chesapeake Service Center;3;630212;49;1;21/02/2006 00.00;21/02/2006 00.00;22/02/2006 00.00;07/03/2006 00.00;24/03/2006 13.23
2034;(5P) Office of the Assist. Regional Administrator- PBS;5;0650442MP;44;2;16/02/2006 00.00;16/02/2006 00.00;24/02/2006 00.00;09/03/2006 00.00;30/03/2006 11.41
2035;(5P) Office of the Assist. Regional Administrator- PBS;5;0650442MP;44;2;16/02/2006 00.00;16/02/2006 00.00;24/02/2006 00.00;09/03/2006 00.00;30/03/2006 11.41
2036;(5P) Office of the Assist. Regional Administrator- PBS;5;0650442MP;44;2;16/02/2006 00.00;16/02/2006 00.00;24/02/2006 00.00;09/03/2006 00.00;30/03/2006 11.41
2037;(5P) Office of the Assist. Regional Administrator- PBS;5;0650442MP;44;2;16/02/2006 00.00;16/02/2006 00.00;24/02/2006 00.00;09/03/2006 00.00;30/03/2006 11.41
2038;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;060016209MP;14;2;15/02/2006 00.00;16/02/2006 00.00;27/02/2006 00.00;10/03/2006 00.00;16/03/2006 11.24
2039;(5PM4) Southern IL/IN Property Mgmt Center;5;0650452MP;3;1;23/02/2006 00.00;23/02/2006 00.00;28/02/2006 00.00;13/03/2006 00.00;27/03/2006 16.19
2040;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2041;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2042;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2043;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2044;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2045;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2046;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2047;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2048;* (MT) Ofc of Transp. & Personal Property-ABOLISHE;CO;060023419MP;10;1;08/03/2006 00.00;10/04/2006 00.00;12/04/2006 00.00;25/04/2006 00.00;28/04/2006 11.52
2049;* (MT) Ofc of Transp. & Personal Property-ABOLISHE;CO;060023619MP;7;2;28/03/2006 00.00;11/04/2006 00.00;12/04/2006 00.00;25/04/2006 00.00;28/04/2006 12.05
2050;* (MT) Ofc of Transp. & Personal Property-ABOLISHE;CO;060023619MP;7;2;28/03/2006 00.00;11/04/2006 00.00;12/04/2006 00.00;25/04/2006 00.00;28/04/2006 12.05
2051;(MEB) Electronic Government Strategy Division;CO;060023319MP;2;1;07/03/2006 00.00;31/03/2006 00.00;06/04/2006 00.00;19/04/2006 00.00;25/04/2006 11.12
2052;(10PJ) Business Services Division;10;690845;3;1;09/03/2006 00.00;21/03/2006 00.00;22/03/2006 00.00;04/04/2006 00.00;06/04/2006 16.11
2053;(9PF) San Francisco Service Center;9;690693;4;1;12/01/2006 00.00;15/03/2006 00.00;17/03/2006 00.00;30/03/2006 00.00;13/04/2006 19.51
2054;(MTT) Travel Management Division;CO;060023326MP;1;1;09/03/2006 00.00;09/03/2006 00.00;14/04/2006 00.00;27/04/2006 00.00;02/05/2006 08.19
2055;(3PO) Portfolio Management Division;3;630272;12;1;06/03/2006 00.00;27/03/2006 00.00;28/03/2006 00.00;10/04/2006 00.00;11/04/2006 12.22
2056;(WPY) Service Delivery Support Division;N;WPY030MP06;19;1;14/12/2005 00.00;21/02/2006 00.00;23/02/2006 00.00;08/03/2006 00.00;17/03/2006 13.41
2057;(WPY) Service Delivery Support Division;N;WPY082MP06;1;1;07/04/2006 00.00;11/04/2006 00.00;12/04/2006 00.00;25/04/2006 00.00;02/05/2006 10.00
2058;(OLD-6PC) Property Development Division;6;660241;15;1;13/02/2006 00.00;03/03/2006 00.00;07/03/2006 00.00;21/03/2006 00.00;27/03/2006 15.59
2059;(6PC) Project Management Division;6;660279;3;1;16/03/2006 00.00;28/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;24/04/2006 12.28
2060;(6PC) Project Management Division;6;660279;3;1;16/03/2006 00.00;28/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;24/04/2006 12.28
2061;(6PC) Project Management Division;6;660279;3;1;16/03/2006 00.00;28/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;24/04/2006 12.28
2062;(6PC) Project Management Division;6;660279;3;1;16/03/2006 00.00;28/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;24/04/2006 12.28
2063;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2064;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2065;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2066;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2067;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2068;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2069;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2070;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2071;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2072;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2073;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2074;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2075;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2076;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2077;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2078;(9PC) Property Development Division;9;690923;9;4;22/03/2006 00.00;23/03/2006 00.00;10/04/2006 00.00;21/04/2006 00.00;27/04/2006 14.17
2079;(1PT) Portfolio Management Division;1;DEU1-0610045;11;1;07/12/2005 00.00;07/12/2005 00.00;09/12/2005 00.00;22/12/2005 00.00;03/01/2006 00.00
2080;(7P) Office of the Assist. Regional Administrator- PBS;7;670401;15;1;03/01/2006 00.00;01/02/2006 00.00;14/02/2006 00.00;01/03/2006 00.00;13/03/2006 22.52
2081;(7P) Office of the Assist. Regional Administrator- PBS;7;670381;11;1;10/02/2006 00.00;13/02/2006 00.00;13/02/2006 00.00;28/02/2006 00.00;13/03/2006 20.28
2082;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2083;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2084;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2085;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 12.06
2086;(10PD) Portfolio Development Division;10;690523;7;2;03/01/2006 00.00;13/02/2006 00.00;17/02/2006 00.00;10/03/2006 00.00;17/03/2006 17.17
2087;(10PD) Portfolio Development Division;10;690523;7;2;03/01/2006 00.00;13/02/2006 00.00;17/02/2006 00.00;10/03/2006 00.00;17/03/2006 17.17
2088;(9PF) San Francisco Service Center;9;690773;3;1;07/03/2006 00.00;07/03/2006 00.00;03/04/2006 00.00;14/04/2006 00.00;24/04/2006 18.16
2089;(9PF) San Francisco Service Center;9;690773;3;1;07/03/2006 00.00;07/03/2006 00.00;03/04/2006 00.00;14/04/2006 00.00;24/04/2006 18.16
2090;(XAP) Public Affairs Div;CO;060021426DE;65;1;09/03/2006 00.00;09/03/2006 00.00;05/04/2006 00.00;18/04/2006 00.00;24/04/2006 09.26
2091;(WPZ) Triangle Services Center;N;WPZ084MP06;10;1;07/04/2006 00.00;07/04/2006 00.00;14/04/2006 00.00;24/04/2006 00.00;26/04/2006 10.57
2092;(MPR) Real Property Policy Division;CO;060022825MP;5;1;15/03/2006 00.00;12/04/2006 00.00;14/04/2006 00.00;27/04/2006 00.00;08/05/2006 15.55
2093;(PMA) Office of Energy and Environment;CO;060022324MP;5;1;21/03/2006 00.00;21/03/2006 00.00;04/04/2006 00.00;21/04/2006 00.00;27/04/2006 13.29
2094;(PMA) Office of Energy and Environment;CO;060022324MP;5;1;21/03/2006 00.00;21/03/2006 00.00;04/04/2006 00.00;21/04/2006 00.00;27/04/2006 13.29
2095;(PMA) Office of Energy and Environment;CO;060022324MP;5;1;21/03/2006 00.00;21/03/2006 00.00;04/04/2006 00.00;21/04/2006 00.00;27/04/2006 13.29
2096;(7P) Office of the Assist. Regional Administrator- PBS;7;670614;7;1;14/04/2006 00.00;17/04/2006 00.00;17/04/2006 00.00;01/05/2006 00.00;09/05/2006 17.41
2097;(XCE) Office of E-Gov Solutions Support;CO;060014315DE;14;1;03/02/2006 00.00;13/02/2006 00.00;14/02/2006 00.00;28/02/2006 00.00;09/03/2006 09.07
2098;(XCE) Office of E-Gov Solutions Support;CO;060014315DE;14;1;03/02/2006 00.00;13/02/2006 00.00;14/02/2006 00.00;28/02/2006 00.00;09/03/2006 09.35
2099;(8P) Office of the Assist. Regional Administrator- PBS;8;DEU 0680121;26;1;27/02/2006 00.00;28/02/2006 00.00;28/02/2006 00.00;14/03/2006 00.00;24/03/2006 16.08
2100;*(9PM) Real Property Programs Division (ABOLISHED);9;690718;33;1;13/02/2006 00.00;15/02/2006 00.00;14/03/2006 00.00;14/04/2006 00.00;19/04/2006 12.24
2101;(10PD) Portfolio Development Division;10;690523;7;2;03/01/2006 00.00;13/02/2006 00.00;17/02/2006 00.00;10/03/2006 00.00;17/03/2006 17.17
2102;(10PD) Portfolio Development Division;10;690523;7;2;03/01/2006 00.00;13/02/2006 00.00;17/02/2006 00.00;10/03/2006 00.00;17/03/2006 17.17
2103;(7P) Office of the Assist. Regional Administrator- PBS;7;670624;18;1;27/04/2006 00.00;28/04/2006 00.00;28/04/2006 00.00;04/05/2006 00.00;11/05/2006 16.11
2104;(MTA) Aircraft Management Policy Division;CO;060021625MP;12;1;07/03/2006 00.00;04/04/2006 00.00;06/04/2006 00.00;20/04/2006 00.00;27/04/2006 15.08
2105;(3PC) Chesapeake Service Center;3;630202;40;1;21/02/2006 00.00;22/02/2006 00.00;27/02/2006 00.00;13/03/2006 00.00;27/03/2006 15.35
2106;(3PC) Chesapeake Service Center;3;630202;40;1;21/02/2006 00.00;22/02/2006 00.00;27/02/2006 00.00;13/03/2006 00.00;31/03/2006 11.44
2107;(3PC) Chesapeake Service Center;3;630202;40;1;21/02/2006 00.00;22/02/2006 00.00;27/02/2006 00.00;13/03/2006 00.00;31/03/2006 14.52
2108;(10PD) Portfolio Development Division;10;690833;12;1;17/03/2006 00.00;18/03/2006 00.00;24/03/2006 00.00;13/04/2006 00.00;19/04/2006 15.30
2109;(10PD) Portfolio Development Division;10;690833;12;1;17/03/2006 00.00;18/03/2006 00.00;24/03/2006 00.00;13/04/2006 00.00;20/04/2006 18.12
2110;(10PD) Portfolio Development Division;10;690833;12;1;17/03/2006 00.00;18/03/2006 00.00;24/03/2006 00.00;13/04/2006 00.00;21/04/2006 14.16
2111;(5PM3) Michigan Property Management Center;5;0650472DEU;40;1;01/03/2006 00.00;07/03/2006 00.00;08/03/2006 00.00;21/03/2006 00.00;05/04/2006 14.08
2112;(5PM3) Michigan Property Management Center;5;0650472DEU;40;1;01/03/2006 00.00;07/03/2006 00.00;08/03/2006 00.00;21/03/2006 00.00;05/04/2006 14.08
2113;*(V)Office of the Chief Acquisition Ofcr (ABOLISH);CO;060020718MP;19;1;14/03/2006 00.00;14/03/2006 00.00;05/04/2006 00.00;19/04/2006 00.00;25/04/2006 16.05
2114;*(CP) Office of Human Resources (ABOLISHED);CO;060024426MP;22;1;28/04/2006 00.00;07/04/2006 00.00;02/05/2006 00.00;15/05/2006 00.00;31/05/2006 11.55
2115;(5PM3) Michigan Property Management Center;5;0650542MP;5;1;21/03/2006 00.00;29/03/2006 00.00;31/03/2006 00.00;13/04/2006 00.00;21/04/2006 16.11
2116;(XCC) Office of Federal Citizen Information Center;CO;060025826MP;3;1;08/05/2006 00.00;08/05/2006 00.00;17/05/2006 00.00;31/05/2006 00.00;05/06/2006 15.52
2117;(5P) Office of the Assist. Regional Administrator- PBS;5;0650622MP;16;1;17/10/2005 00.00;01/05/2006 00.00;08/05/2006 00.00;19/05/2006 00.00;24/05/2006 11.40
2118;(JA-A) Acquisition Programs Audit Office;J;JA-06-68;5;2;12/05/2006 00.00;12/05/2006 00.00;17/05/2006 00.00;23/05/2006 00.00;01/06/2006 14.54
2119;(JA-A) Acquisition Programs Audit Office;J;JA-06-68;5;2;12/05/2006 00.00;12/05/2006 00.00;17/05/2006 00.00;23/05/2006 00.00;01/06/2006 14.54
2120;(G) GSA Board of Contract Appeals;CO;060020626MP;19;1;15/03/2006 00.00;15/03/2006 00.00;21/03/2006 00.00;03/04/2006 00.00;06/04/2006 12.56
2121;(G) GSA Board of Contract Appeals;CO;060020626MP;19;1;15/03/2006 00.00;15/03/2006 00.00;21/03/2006 00.00;03/04/2006 00.00;06/04/2006 12.56
2122;(G) GSA Board of Contract Appeals;CO;060020626MP;19;1;15/03/2006 00.00;15/03/2006 00.00;21/03/2006 00.00;03/04/2006 00.00;06/04/2006 12.56
2123;(G) GSA Board of Contract Appeals;CO;060020626MP;19;1;15/03/2006 00.00;15/03/2006 00.00;21/03/2006 00.00;03/04/2006 00.00;06/04/2006 12.56
2124;(G) GSA Board of Contract Appeals;CO;060020626MP;19;1;15/03/2006 00.00;15/03/2006 00.00;21/03/2006 00.00;03/04/2006 00.00;06/04/2006 14.43
2125;(G) GSA Board of Contract Appeals;CO;060020626MP;19;1;15/03/2006 00.00;15/03/2006 00.00;21/03/2006 00.00;03/04/2006 00.00;06/04/2006 14.43
2126;(G) GSA Board of Contract Appeals;CO;060020626MP;19;1;15/03/2006 00.00;15/03/2006 00.00;21/03/2006 00.00;03/04/2006 00.00;06/04/2006 14.43
2127;(G) GSA Board of Contract Appeals;CO;060020626MP;19;1;15/03/2006 00.00;15/03/2006 00.00;21/03/2006 00.00;03/04/2006 00.00;06/04/2006 14.43
2128;(OLD-6PW) West Service Center;6;660271;29;1;24/02/2006 00.00;10/04/2006 00.00;12/04/2006 00.00;25/04/2006 00.00;03/05/2006 11.59
