NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE;REFERRAL_RETURNED;POS_OFFERED;VAC_LOCATION;HIRED_DATE;SERIES
4509;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.09;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4510;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.09;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4511;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.09;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4512;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.09;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4513;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.09;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4514;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4515;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4516;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4517;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4518;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4519;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4520;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4521;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4522;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4523;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4524;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4525;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4526;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4527;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4528;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4529;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4530;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4531;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4532;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4533;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4534;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4535;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4536;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4537;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4538;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4539;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;11/12/2008;Albuquerque [including Kirtland AFB], NM;04/01/2009 00.00;1105A
4540;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4541;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;11/12/2008;Dallas, TX;04/01/2009 00.00;1105A
4542;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4543;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;11/12/2008;Fort Worth, TX;04/01/2009 00.00;1105A
4544;(QV) Office of Acquisition Management;CO;090000919MP;8;2;21/10/2008 00.00;24/10/2008 00.00;27/10/2008 00.00;10/11/2008 00.00;20/11/2008 07.18;20/11/2008;16/12/2008;Site to be determined after selection is made., US;04/01/2009 00.00;0301FE
4545;(QV) Office of Acquisition Management;CO;090000919MP;8;2;21/10/2008 00.00;24/10/2008 00.00;27/10/2008 00.00;10/11/2008 00.00;20/11/2008 07.18;20/11/2008;16/12/2008;Site to be determined after selection is made., US;04/01/2009 00.00;0301FE
4546;(QV) Office of Acquisition Management;CO;0900047TC01;22;4;06/11/2008 00.00;06/11/2008 00.00;10/11/2008 00.00;25/11/2008 00.00;02/12/2008 14.35;15/12/2008;16/12/2008;Arlington, VA;04/01/2009 00.00;1102E
4547;(QV) Office of Acquisition Management;CO;0900047TC01;22;4;06/11/2008 00.00;06/11/2008 00.00;10/11/2008 00.00;25/11/2008 00.00;02/12/2008 14.35;15/12/2008;16/12/2008;Arlington, VA;04/01/2009 00.00;1102E
4548;(QSDAC) Southwest Supply Center;7;0907029CFMP;4;1;24/11/2008 00.00;25/11/2008 00.00;26/11/2008 00.00;11/12/2008 00.00;12/12/2008 15.53;18/12/2008;18/12/2008;Fort Worth, TX;04/01/2009 00.00;2010A
4549;(QSDAC) Southwest Supply Center;7;0907017CFMP;3;1;19/11/2008 00.00;20/11/2008 00.00;21/11/2008 00.00;08/12/2008 00.00;10/12/2008 08.45;22/12/2008;22/12/2008;Fort Worth, TX;04/01/2009 00.00;2001A
4550;(7QSC) Property Division;7;0907024CFMP;1;1;25/11/2008 00.00;26/11/2008 00.00;28/11/2008 00.00;12/12/2008 00.00;15/12/2008 15.32;24/12/2008;24/12/2008;Fort Worth, TX;04/01/2009 00.00;1104A
4551;(WPL) Financial Management Division;N;WPL211DE08;26;1;18/08/2008 00.00;02/09/2008 00.00;04/09/2008 00.00;17/09/2008 00.00;26/09/2008 07.33;26/09/2008;29/09/2008;Washington DC Metro Area, DC;05/01/2009 00.00;0501E
4552;(WPZ) Triangle Services Center;N;WPZ162DE08;43;1;27/06/2008 00.00;30/07/2008 00.00;04/08/2008 00.00;15/08/2008 00.00;03/09/2008 16.08;29/10/2008;29/10/2008;Washington DC Metro Area, DC;05/01/2009 00.00;1101E
4553;(7P) Office of the Assist. Regional Administrator- PBS;7;0807089CFMP;11;1;28/08/2008 00.00;29/08/2008 00.00;02/09/2008 00.00;01/10/2008 00.00;07/10/2008 20.14;25/11/2008;25/11/2008;Tulsa, OK;05/01/2009 00.00;0809A
4554;(7QMD) Fleet Management Division;7;0807110CFMP;17;2;07/10/2008 00.00;08/10/2008 00.00;09/10/2008 00.00;24/10/2008 00.00;29/10/2008 20.02;02/12/2008;02/12/2008;Fort Worth, TX;05/01/2009 00.00;1670C
4555;(1PL) Program Operations Division- South;1;09010025MP;15;2;19/11/2008 00.00;19/11/2008 00.00;21/11/2008 00.00;05/12/2008 00.00;11/12/2008 17.27;29/12/2008;05/01/2009;Boston Metro Area, MA;05/01/2009 00.00;1102F
4556;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;0900110TC03;1;1;18/12/2008 00.00;16/12/2008 00.00;19/12/2008 00.00;29/12/2008 00.00;30/12/2008 09.53;05/01/2009;06/01/2009;Washington DC Metro Area, DC;06/01/2009 00.00;0343H
4557;(6PC) Project Management Division;6;090601608MP;5;1;03/11/2008 00.00;05/11/2008 00.00;17/11/2008 00.00;01/12/2008 00.00;08/12/2008 12.46;08/01/2009;08/01/2009;Kansas City, MO;08/01/2009 00.00;0800I/0808A/0810A/0830A/0850A
4558;(8P) Office of the Assist. Regional Administrator- PBS;8;0808023KJMP;25;1;20/10/2008 00.00;20/10/2008 00.00;27/10/2008 00.00;10/11/2008 00.00;17/11/2008 17.28;12/01/2009;12/01/2009;Denver [Includes Lakewood], CO;12/01/2009 00.00;1101J
4559;(8P) Office of the Assist. Regional Administrator- PBS;8;0808030KJMP;25;2;17/11/2008 00.00;17/11/2008 00.00;24/11/2008 00.00;15/12/2008 00.00;16/12/2008 14.01;12/01/2009;12/01/2009;Denver [Includes Lakewood], CO;12/01/2009 00.00;1101F
4560;(8P) Office of the Assist. Regional Administrator- PBS;8;0808030KJMP;25;2;17/11/2008 00.00;17/11/2008 00.00;24/11/2008 00.00;15/12/2008 00.00;16/12/2008 14.01;12/01/2009;12/01/2009;Denver [Includes Lakewood], CO;12/01/2009 00.00;1101F
4561;(1PL) Program Operations Division- South;1;09010032DE;81;2;19/11/2008 00.00;19/11/2008 00.00;21/11/2008 00.00;05/12/2008 00.00;11/12/2008 10.59;15/01/2009;15/01/2009;Boston Metro Area, MA;15/01/2009 00.00;1102F
4562;(1PL) Program Operations Division- South;1;09010032DE;81;2;19/11/2008 00.00;19/11/2008 00.00;21/11/2008 00.00;05/12/2008 00.00;11/12/2008 11.20;15/01/2009;15/01/2009;Boston Metro Area, MA;15/01/2009 00.00;1102F
4563;(1PL) Program Operations Division- South;1;09010032DE;81;2;19/11/2008 00.00;19/11/2008 00.00;21/11/2008 00.00;05/12/2008 00.00;15/12/2008 10.21;15/01/2009;15/01/2009;Boston Metro Area, MA;15/01/2009 00.00;1102F
4564;(1PL) Program Operations Division- South;1;09010032DE;81;2;19/11/2008 00.00;19/11/2008 00.00;21/11/2008 00.00;05/12/2008 00.00;11/12/2008 10.59;15/01/2009;15/01/2008;Boston Metro Area, MA;16/01/2009 00.00;1102F
4565;(1PL) Program Operations Division- South;1;09010032DE;81;2;19/11/2008 00.00;19/11/2008 00.00;21/11/2008 00.00;05/12/2008 00.00;11/12/2008 11.20;15/01/2009;15/01/2008;Boston Metro Area, MA;16/01/2009 00.00;1102F
4566;(1PL) Program Operations Division- South;1;09010032DE;81;2;19/11/2008 00.00;19/11/2008 00.00;21/11/2008 00.00;05/12/2008 00.00;15/12/2008 10.21;15/01/2009;15/01/2008;Boston Metro Area, MA;16/01/2009 00.00;1102F
4567;(7P) Office of the Assist. Regional Administrator- PBS;7;0907006DRMP;8;1;20/10/2008 00.00;20/10/2008 00.00;21/10/2008 00.00;03/11/2008 00.00;04/11/2008 13.55;12/12/2008;12/12/2008;Albuquerque [including Kirtland AFB], NM;18/01/2009 00.00;1102F
4568;(QS) Office of General Supplies and Services;CO;0900005TC02;36;1;24/09/2008 00.00;24/09/2008 00.00;14/10/2008 00.00;27/10/2008 00.00;03/11/2008 08.04;15/12/2008;16/12/2008;Arlington, VA;18/01/2009 00.00;0343EO
4569;(QSDAC) Southwest Supply Center;7;0907028DRMP;4;2;13/11/2008 00.00;14/11/2008 00.00;17/11/2008 00.00;02/12/2008 00.00;09/12/2008 10.27;05/01/2009;05/01/2009;Fort Worth, TX;18/01/2009 00.00;1102G
4570;(QSDAC) Southwest Supply Center;7;0907028DRMP;4;2;13/11/2008 00.00;14/11/2008 00.00;17/11/2008 00.00;02/12/2008 00.00;09/12/2008 10.30;05/01/2009;05/01/2009;Fort Worth, TX;18/01/2009 00.00;1102G
4571;(7PO) Operations Division;7;0907011CFMP;12;1;17/11/2008 00.00;18/11/2008 00.00;20/11/2008 00.00;05/12/2008 00.00;11/12/2008 23.24;05/01/2009;05/01/2009;Beaumont, Orange, Pt Arthur area, TX;18/01/2009 00.00;1101BW
4572;(5PM4) Southern IL/IN Property Mgmt Center;5;0905017COMP;3;1;20/11/2008 00.00;20/11/2008 00.00;24/11/2008 00.00;05/12/2008 00.00;10/12/2008 13.33;07/01/2009;07/01/2009;Springfield, IL;18/01/2009 00.00;1101CK
4573;(QI) Office of the Chief Information Office;CO;0900077TC04;2;1;03/12/2008 00.00;03/12/2008 00.00;15/12/2008 00.00;29/12/2008 00.00;31/12/2008 09.54;06/01/2009;08/01/2009;Arlington, VA;18/01/2009 00.00;343
4574;(Q) Office of the Commissioner, FAS;CO;0900084TC02;12;1;03/12/2008 00.00;03/12/2008 00.00;10/12/2008 00.00;23/12/2008 00.00;05/01/2009 13.23;06/01/2009;08/01/2009;Arlington, VA;18/01/2009 00.00;2210X
4575;(7PR) Real Property Disposal Division;7;0907030DRMP;21;1;17/11/2008 00.00;18/11/2008 00.00;20/11/2008 00.00;04/12/2008 00.00;08/12/2008 15.17;08/01/2009;09/01/2009;Fort Worth, TX;18/01/2009 00.00;1170A
4576;(QTACB) Enterprise GWAC Center - Southwest;7;0807109DRMP;14;1;22/10/2008 00.00;23/10/2008 00.00;24/10/2008 00.00;07/11/2008 00.00;12/11/2008 11.43;09/01/2009;09/01/2009;Fort Worth, TX;18/01/2009 00.00;1102G
4577;(QT) Office of Integrated Technology Services;CO;0900076TC04;5;1;03/12/2008 00.00;03/12/2008 00.00;10/12/2008 00.00;24/12/2008 00.00;30/12/2008 15.56;09/01/2009;13/01/2009;Arlington, VA;18/01/2009 00.00;1101DL
4578;(QT) Office of Integrated Technology Services;CO;0900092TC04;3;1;08/12/2008 00.00;08/12/2008 00.00;12/12/2008 00.00;29/12/2008 00.00;31/12/2008 13.36;09/01/2009;13/01/2009;Arlington, VA;18/01/2009 00.00;0343ER
4579;(QT) Office of Integrated Technology Services;CO;0900092TC04;3;1;08/12/2008 00.00;08/12/2008 00.00;12/12/2008 00.00;29/12/2008 00.00;31/12/2008 13.38;09/01/2009;13/01/2009;Arlington, VA;18/01/2009 00.00;0343ER
4580;(QC) Office of Customer Accounts and Research;CO;0900105TC06;4;1;16/12/2008 00.00;16/12/2008 00.00;19/12/2008 00.00;06/01/2009 00.00;07/01/2009 09.16;09/01/2009;13/01/2009;Arlington, VA;18/01/2009 00.00;1101ET
4581;(QI) Office of the Chief Information Office;CO;0900075TC04;32;1;01/12/2008 00.00;01/12/2008 00.00;08/12/2008 00.00;19/12/2008 00.00;23/12/2008 15.16;12/01/2009;13/01/2009;Arlington, VA;18/01/2009 00.00;2210BE
4582;(QT) Office of Integrated Technology Services;CO;090002219MP;40;5;10/11/2008 00.00;20/11/2008 00.00;21/11/2008 00.00;08/12/2008 00.00;19/12/2008 01.59;24/12/2008;16/01/2009;Fairfax, VA;18/01/2009 00.00;0391N
4583;(QT) Office of Integrated Technology Services;CO;090002219MP;40;5;10/11/2008 00.00;20/11/2008 00.00;21/11/2008 00.00;08/12/2008 00.00;19/12/2008 01.59;24/12/2008;16/01/2009;Fairfax, VA;18/01/2009 00.00;0391N
4584;(QT) Office of Integrated Technology Services;CO;090002219MP;40;5;10/11/2008 00.00;20/11/2008 00.00;21/11/2008 00.00;08/12/2008 00.00;19/12/2008 01.59;24/12/2008;16/01/2009;Fairfax, VA;18/01/2009 00.00;0391N
4585;(QT) Office of Integrated Technology Services;CO;090002219MP;40;5;10/11/2008 00.00;20/11/2008 00.00;21/11/2008 00.00;08/12/2008 00.00;19/12/2008 01.59;24/12/2008;16/01/2009;Fairfax, VA;18/01/2009 00.00;0391N
4586;(QT) Office of Integrated Technology Services;CO;090002219MP;40;5;10/11/2008 00.00;20/11/2008 00.00;21/11/2008 00.00;08/12/2008 00.00;19/12/2008 01.59;24/12/2008;16/01/2009;Fairfax, VA;18/01/2009 00.00;0391N
4587;(QT) Office of Integrated Technology Services;CO;090002219MP;40;5;10/11/2008 00.00;20/11/2008 00.00;21/11/2008 00.00;08/12/2008 00.00;19/12/2008 01.59;24/12/2008;16/01/2009;Fairfax, VA;18/01/2009 00.00;0391N
4588;(QT) Office of Integrated Technology Services;CO;090002119MP;25;6;10/11/2008 00.00;02/12/2008 00.00;03/12/2008 00.00;17/12/2008 00.00;22/12/2008 17.30;12/01/2009;16/01/2009;Fairfax, VA;18/01/2009 00.00;0391N
4589;(8P) Office of the Assist. Regional Administrator- PBS;8;0808020KJDE;142;1;12/08/2008 00.00;13/08/2008 00.00;29/08/2008 00.00;12/09/2008 00.00;18/09/2008 18.28;25/11/2008;02/12/2008;Denver [Includes Lakewood], CO;19/01/2009 00.00;1171A
4590;(8P) Office of the Assist. Regional Administrator- PBS;8;0808020KJDE;142;1;12/08/2008 00.00;13/08/2008 00.00;29/08/2008 00.00;12/09/2008 00.00;18/09/2008 18.31;25/11/2008;02/12/2008;Denver [Includes Lakewood], CO;19/01/2009 00.00;1171A
4591;(8P) Office of the Assist. Regional Administrator- PBS;8;0808020KJDE;142;1;12/08/2008 00.00;13/08/2008 00.00;29/08/2008 00.00;12/09/2008 00.00;18/09/2008 18.28;01/12/2008;02/12/2008;Denver [Includes Lakewood], CO;19/01/2009 00.00;1171A
4592;(8P) Office of the Assist. Regional Administrator- PBS;8;0808020KJDE;142;1;12/08/2008 00.00;13/08/2008 00.00;29/08/2008 00.00;12/09/2008 00.00;18/09/2008 18.31;01/12/2008;02/12/2008;Denver [Includes Lakewood], CO;19/01/2009 00.00;1171A
4593;(8P) Office of the Assist. Regional Administrator- PBS;8;0808020KJDE;142;1;12/08/2008 00.00;13/08/2008 00.00;29/08/2008 00.00;12/09/2008 00.00;18/09/2008 18.28;25/11/2008;17/12/2008;Denver [Includes Lakewood], CO;19/01/2009 00.00;1171A
4594;(8P) Office of the Assist. Regional Administrator- PBS;8;0808020KJDE;142;1;12/08/2008 00.00;13/08/2008 00.00;29/08/2008 00.00;12/09/2008 00.00;18/09/2008 18.31;25/11/2008;17/12/2008;Denver [Includes Lakewood], CO;19/01/2009 00.00;1171A
4595;(8P) Office of the Assist. Regional Administrator- PBS;8;0808020KJDE;142;1;12/08/2008 00.00;13/08/2008 00.00;29/08/2008 00.00;12/09/2008 00.00;18/09/2008 18.28;01/12/2008;17/12/2008;Denver [Includes Lakewood], CO;19/01/2009 00.00;1171A
4596;(8P) Office of the Assist. Regional Administrator- PBS;8;0808020KJDE;142;1;12/08/2008 00.00;13/08/2008 00.00;29/08/2008 00.00;12/09/2008 00.00;18/09/2008 18.31;01/12/2008;17/12/2008;Denver [Includes Lakewood], CO;19/01/2009 00.00;1171A
4597;(7QMD) Fleet Management Division;7;0807110CFMP;17;2;07/10/2008 00.00;08/10/2008 00.00;09/10/2008 00.00;24/10/2008 00.00;29/10/2008 20.02;02/12/2008;04/12/2008;Fort Worth, TX;20/01/2009 00.00;1670C
4598;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4599;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4600;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4601;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4602;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4603;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.42;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4604;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4605;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4606;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4607;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4608;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4609;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.43;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4610;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.45;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4611;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.45;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
